Year,Month,Unit Name,Dacoity,Robbery,Murder,Speedy Trial,Riot,Woman & Child Repression,Kidnapping,Police Assault,Burglary,Theft,Other Cases,Arms Act,Explosive,Narcotics,Smuggling,Total Cases
2023,July,GMP,2,6,14,0,0,26,6,0,4,12,66,2,0,86,0,224
2023,July,Dhaka Range,15,15,58,20,0,318,3,10,41,126,1117,14,3,1063,1,2804
2023,July,Mymensingh Range,0,4,19,2,0,172,4,2,5,44,523,2,2,296,40,1115
2023,July,Chittagong Range,7,15,63,6,0,202,7,9,48,96,1044,34,15,1079,27,2652
2023,July,Sylhet Range,0,4,23,4,0,56,1,2,2,41,357,1,0,152,38,681
2023,July,Khulna Range,2,4,27,3,1,148,1,0,20,89,693,10,3,714,13,1728
2023,July,Barishal Range,2,1,5,1,0,123,2,4,14,29,399,2,3,237,1,823
2023,July,Rajshahi Range,1,10,25,6,0,228,2,3,12,90,833,50,5,1134,41,2440
2023,July,Rangpur Range,2,3,28,1,0,242,2,2,14,82,918,1,0,375,6,1676
2023,July,Railway Range,0,3,2,0,0,1,0,0,0,14,14,1,0,13,1,49
2023,August,DMP,1,13,10,18,0,157,8,9,53,153,704,3,0,1184,14,2327
2023,August,CMP,0,10,2,9,0,49,3,3,21,48,117,5,0,229,6,502
2023,August,KMP,0,0,2,2,0,26,0,1,7,9,39,5,0,113,0,204
2023,August,RMP,0,1,1,0,0,19,4,0,5,14,52,1,6,127,1,231
2023,August,BMP,1,0,2,0,0,17,0,0,6,5,44,0,1,78,0,154
2023,August,SMP,0,1,1,10,0,19,0,3,6,13,67,0,0,35,20,175
2023,August,RPMP,0,0,0,0,0,11,0,1,0,9,55,1,0,66,0,143
2023,August,GMP,2,7,7,0,0,40,2,1,4,19,94,2,0,113,0,291
2023,August,Dhaka Range,8,20,55,19,0,298,4,5,42,117,1082,10,5,1124,3,2792
2023,August,Mymensingh Range,0,0,13,7,0,204,1,1,6,64,528,0,26,251,37,1138
2023,August,Chittagong Range,3,22,50,1,0,173,9,15,39,102,942,39,0,1059,25,2479
2023,August,Sylhet Range,2,1,14,3,0,79,3,1,4,52,320,2,0,131,91,703
2023,August,Khulna Range,2,6,24,4,0,164,2,2,25,77,631,12,2,708,20,1679
